Country Name,Country Code,Indicator Name,Indicator Code,Year,Country_Code,Region,IncomeGroup,ACCSTO
Spain,ESP,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,ESP,Europe & Central Asia,High income,100
Estonia,EST,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,EST,Europe & Central Asia,High income,100
Ethiopia,ETH,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,ETH,Sub-Saharan Africa,Low income,15.2261619567871
Finland,FIN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,FIN,Europe & Central Asia,High income,100
Fiji,FJI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,FJI,East Asia & Pacific,Upper middle income,80.7918395996094
France,FRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,FRA,Europe & Central Asia,High income,100
Faroe Islands,FRO,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,FRO,Europe & Central Asia,High income,100
"Micronesia, Fed. Sts.",FSM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,FSM,East Asia & Pacific,Lower middle income,53.6118087768555
Gabon,GAB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,GAB,Sub-Saharan Africa,Upper middle income,79.2323532104492
United Kingdom,GBR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,GBR,Europe & Central Asia,High income,100
Georgia,GEO,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,GEO,Europe & Central Asia,Upper middle income,99.9300003051758
Ghana,GHA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,GHA,Sub-Saharan Africa,Lower middle income,50.8858299255371
Gibraltar,GIB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,GIB,Europe & Central Asia,High income,100
Guinea,GIN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,GIN,Sub-Saharan Africa,Low income,20.2546520233154
"Gambia, The",GMB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,GMB,Sub-Saharan Africa,Low income,34.7993011474609
Guinea-Bissau,GNB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,GNB,Sub-Saharan Africa,Low income,3.92633271217346
Equatorial Guinea,GNQ,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,GNQ,Sub-Saharan Africa,Upper middle income,65.5699691772461
Greece,GRC,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,GRC,Europe & Central Asia,High income,100
Grenada,GRD,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,GRD,Latin America & Caribbean,Upper middle income,87.323844909668
Greenland,GRL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,GRL,Europe & Central Asia,High income,100
Guatemala,GTM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,GTM,Latin America & Caribbean,Upper middle income,77.2282409667969
Guam,GUM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,GUM,East Asia & Pacific,High income,100
Guyana,GUY,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,GUY,Latin America & Caribbean,Upper middle income,76.8150100708008
"Hong Kong SAR, China",HKG,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,HKG,East Asia & Pacific,High income,100
Honduras,HND,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,HND,Latin America & Caribbean,Lower middle income,67.113525390625
Croatia,HRV,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,HRV,Europe & Central Asia,High income,100
Haiti,HTI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,HTI,Latin America & Caribbean,Lower middle income,34.1108131408691
Hungary,HUN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,HUN,Europe & Central Asia,High income,100
Indonesia,IDN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,IDN,East Asia & Pacific,Lower middle income,89.0100021362305
Isle of Man,IMN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,IMN,Europe & Central Asia,High income,100
India,IND,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,IND,South Asia,Lower middle income,64.4000015258789
Ireland,IRL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,IRL,Europe & Central Asia,High income,100
"Iran, Islamic Rep.",IRN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,IRN,Middle East & North Africa,Lower middle income,98.4278793334961
Iraq,IRQ,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,IRQ,Middle East & North Africa,Upper middle income,97.4500427246094
Iceland,ISL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,ISL,Europe & Central Asia,High income,100
Israel,ISR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,ISR,Middle East & North Africa,High income,100
Italy,ITA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,ITA,Europe & Central Asia,High income,100
Jamaica,JAM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,JAM,Latin America & Caribbean,Upper middle income,87.3378067016602
Jordan,JOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,JOR,Middle East & North Africa,Upper middle income,99.1734390258789
Japan,JPN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,JPN,East Asia & Pacific,High income,100
Kazakhstan,KAZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,KAZ,Europe & Central Asia,Upper middle income,99.9599990844727
Kenya,KEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,KEN,Sub-Saharan Africa,Lower middle income,22.7027149200439
Kyrgyz Republic,KGZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,KGZ,Europe & Central Asia,Lower middle income,99.4571838378906
Cambodia,KHM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,KHM,East Asia & Pacific,Lower middle income,25.2983837127686
Kiribati,KIR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,KIR,East Asia & Pacific,Lower middle income,62.2652969360352
St. Kitts and Nevis,KNA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,KNA,Latin America & Caribbean,High income,96.3038940429688
"Korea, Rep.",KOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,KOR,East Asia & Pacific,High income,100
Kuwait,KWT,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,KWT,Middle East & North Africa,High income,100
Lao PDR,LAO,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,LAO,East Asia & Pacific,Lower middle income,53.542308807373
Lebanon,LBN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,LBN,Middle East & North Africa,Lower middle income,99.9000015258789
Liberia,LBR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,LBR,Sub-Saharan Africa,Low income,
Libya,LBY,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,LBY,Middle East & North Africa,Upper middle income,91.9626388549805
St. Lucia,LCA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,LCA,Latin America & Caribbean,Upper middle income,91.3082122802734
Liechtenstein,LIE,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,LIE,Europe & Central Asia,High income,100
Sri Lanka,LKA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,LKA,South Asia,Lower middle income,76.5685806274414
Lesotho,LSO,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,LSO,Sub-Saharan Africa,Lower middle income,6.80000019073486
Lithuania,LTU,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,LTU,Europe & Central Asia,High income,100
Luxembourg,LUX,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,LUX,Europe & Central Asia,High income,100
Latvia,LVA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,LVA,Europe & Central Asia,High income,100
"Macao SAR, China",MAC,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,MAC,East Asia & Pacific,High income,100
St. Martin (French part),MAF,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,MAF,Latin America & Caribbean,High income,100
Morocco,MAR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,MAR,Middle East & North Africa,Lower middle income,78.1999969482422
Monaco,MCO,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,MCO,Europe & Central Asia,High income,100
Moldova,MDA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,MDA,Europe & Central Asia,Upper middle income,99.0999984741211
Madagascar,MDG,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,MDG,Sub-Saharan Africa,Low income,15.3480186462402
Maldives,MDV,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,MDV,South Asia,Upper middle income,90.0865478515625
Mexico,MEX,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,MEX,Latin America & Caribbean,Upper middle income,98.5977020263672
Marshall Islands,MHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,MHL,East Asia & Pacific,Upper middle income,74.3872756958008
North Macedonia,MKD,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,MKD,Europe & Central Asia,Upper middle income,99.4199981689453
Mali,MLI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,MLI,Sub-Saharan Africa,Low income,16.5053882598877
Malta,MLT,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,MLT,Middle East & North Africa,High income,100
Myanmar,MMR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,MMR,East Asia & Pacific,Lower middle income,46.2301177978516
Montenegro,MNE,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,MNE,Europe & Central Asia,Upper middle income,100
Mongolia,MNG,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,MNG,East Asia & Pacific,Lower middle income,74.6868896484375
Northern Mariana Islands,MNP,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,MNP,East Asia & Pacific,High income,99.9228057861328
Mozambique,MOZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,MOZ,Sub-Saharan Africa,Low income,10.7705898284912
Mauritania,MRT,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,MRT,Sub-Saharan Africa,Lower middle income,24.2393646240234
Mauritius,MUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,MUS,Sub-Saharan Africa,Upper middle income,99.1404113769531
Malawi,MWI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,MWI,Sub-Saharan Africa,Low income,6.90000009536743
Malaysia,MYS,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,MYS,East Asia & Pacific,Upper middle income,99.154655456543
Namibia,NAM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,NAM,Sub-Saharan Africa,Upper middle income,38.8293418884277
New Caledonia,NCL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,NCL,East Asia & Pacific,High income,100
Niger,NER,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,NER,Sub-Saharan Africa,Low income,9.8396053314209
Nigeria,NGA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,NGA,Sub-Saharan Africa,Lower middle income,46.122200012207
Nicaragua,NIC,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,NIC,Latin America & Caribbean,Lower middle income,74.9140777587891
Netherlands,NLD,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,NLD,Europe & Central Asia,High income,100
Norway,NOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,NOR,Europe & Central Asia,High income,100
Nepal,NPL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,NPL,South Asia,Lower middle income,37.2000007629395
Nauru,NRU,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,NRU,East Asia & Pacific,High income,99.3151550292969
New Zealand,NZL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,NZL,East Asia & Pacific,High income,100
Oman,OMN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,OMN,Middle East & North Africa,High income,100
Pakistan,PAK,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,PAK,South Asia,Lower middle income,70.4782180786133
Panama,PAN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,PAN,Latin America & Caribbean,High income,83.6769027709961
Peru,PER,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,PER,Latin America & Caribbean,Upper middle income,75.6923599243164
Philippines,PHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,PHL,East Asia & Pacific,Lower middle income,87.5999984741211
Palau,PLW,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,PLW,East Asia & Pacific,Upper middle income,98.37109375
Papua New Guinea,PNG,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,PNG,East Asia & Pacific,Lower middle income,16.7615833282471
Poland,POL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,POL,Europe & Central Asia,High income,100
Puerto Rico,PRI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,PRI,Latin America & Caribbean,High income,100
"Korea, Dem. People's Rep.",PRK,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,PRK,East Asia & Pacific,Low income,
Portugal,PRT,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,PRT,Europe & Central Asia,High income,100
Paraguay,PRY,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,PRY,Latin America & Caribbean,Upper middle income,93.2498779296875
West Bank and Gaza,PSE,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,PSE,Middle East & North Africa,Lower middle income,99.5
French Polynesia,PYF,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,PYF,East Asia & Pacific,High income,100
Qatar,QAT,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,QAT,Middle East & North Africa,High income,100
Romania,ROU,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,ROU,Europe & Central Asia,High income,100
Russian Federation,RUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,RUS,Europe & Central Asia,Upper middle income,100
Rwanda,RWA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,RWA,Sub-Saharan Africa,Low income,8.64058494567871
Saudi Arabia,SAU,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,SAU,Middle East & North Africa,High income,100
Sudan,SDN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,SDN,Sub-Saharan Africa,Low income,30.0523929595947
Senegal,SEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,SEN,Sub-Saharan Africa,Lower middle income,36.7999992370605
Singapore,SGP,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,SGP,East Asia & Pacific,High income,100
Solomon Islands,SLB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,SLB,East Asia & Pacific,Lower middle income,16.3137474060059
Sierra Leone,SLE,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,SLE,Sub-Saharan Africa,Low income,16.7999992370605
El Salvador,SLV,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,SLV,Latin America & Caribbean,Lower middle income,87.357048034668
San Marino,SMR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,SMR,Europe & Central Asia,High income,100
Somalia,SOM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,SOM,Sub-Saharan Africa,Low income,12.3048496246338
Serbia,SRB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,SRB,Europe & Central Asia,Upper middle income,100
South Sudan,SSD,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,SSD,Sub-Saharan Africa,Low income,
Sao Tome and Principe,STP,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,STP,Sub-Saharan Africa,Lower middle income,54.7660217285156
Suriname,SUR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,SUR,Latin America & Caribbean,Upper middle income,95.0703125
Slovak Republic,SVK,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,SVK,Europe & Central Asia,High income,100
Slovenia,SVN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,SVN,Europe & Central Asia,High income,100
Sweden,SWE,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,SWE,Europe & Central Asia,High income,100
Eswatini,SWZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,SWZ,Sub-Saharan Africa,Lower middle income,31.4006366729736
Sint Maarten (Dutch part),SXM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,SXM,Latin America & Caribbean,High income,100
Seychelles,SYC,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,SYC,Sub-Saharan Africa,High income,95.3029098510742
Syrian Arab Republic,SYR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,SYR,Middle East & North Africa,Low income,92.3877105712891
Turks and Caicos Islands,TCA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,TCA,Latin America & Caribbean,High income,95.7370758056641
Chad,TCD,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,TCD,Sub-Saharan Africa,Low income,3.5
Togo,TGO,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,TGO,Sub-Saharan Africa,Low income,24.8444919586182
Thailand,THA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,THA,East Asia & Pacific,Upper middle income,92.3245468139648
Tajikistan,TJK,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,TJK,Europe & Central Asia,Lower middle income,98.6270904541016
Turkmenistan,TKM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,TKM,Europe & Central Asia,Upper middle income,99.6738510131836
Timor-Leste,TLS,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,TLS,East Asia & Pacific,Lower middle income,30.3134727478027
Tonga,TON,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,TON,East Asia & Pacific,Upper middle income,88.4025115966797
Trinidad and Tobago,TTO,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,TTO,Latin America & Caribbean,High income,97.4920196533203
Tunisia,TUN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004.0,TUN,Middle East & North Africa,Lower middle income,99
