Country Name,Country Code,Indicator Name,Indicator Code,Year,Country_Code,Region,IncomeGroup,ACCSUR
Sudan,SDN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2002.0,SDN,Sub-Saharan Africa,Low income,61.4803009033203
Senegal,SEN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2002.0,SEN,Sub-Saharan Africa,Lower middle income,74.1691589355469
Singapore,SGP,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2002.0,SGP,East Asia & Pacific,High income,100
Solomon Islands,SLB,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2002.0,SLB,East Asia & Pacific,Lower middle income,60.2091636657715
Sierra Leone,SLE,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2002.0,SLE,Sub-Saharan Africa,Low income,26.2332458496094
El Salvador,SLV,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2002.0,SLV,Latin America & Caribbean,Lower middle income,97.2748031616211
San Marino,SMR,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2002.0,SMR,Europe & Central Asia,High income,100
Somalia,SOM,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2002.0,SOM,Sub-Saharan Africa,Low income,22.2000007629395
Serbia,SRB,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2002.0,SRB,Europe & Central Asia,Upper middle income,100
South Sudan,SSD,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2002.0,SSD,Sub-Saharan Africa,Low income,8.52024078369141
Sao Tome and Principe,STP,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2002.0,STP,Sub-Saharan Africa,Lower middle income,64.5702056884766
Suriname,SUR,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2002.0,SUR,Latin America & Caribbean,Upper middle income,97.7433853149414
Slovak Republic,SVK,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2002.0,SVK,Europe & Central Asia,High income,100
Slovenia,SVN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2002.0,SVN,Europe & Central Asia,High income,100
Sweden,SWE,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2002.0,SWE,Europe & Central Asia,High income,100
Eswatini,SWZ,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2002.0,SWZ,Sub-Saharan Africa,Lower middle income,57.6469917297363
Sint Maarten (Dutch part),SXM,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2002.0,SXM,Latin America & Caribbean,High income,100
Seychelles,SYC,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2002.0,SYC,Sub-Saharan Africa,High income,99.1348419189453
Syrian Arab Republic,SYR,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2002.0,SYR,Middle East & North Africa,Low income,99.5
Turks and Caicos Islands,TCA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2002.0,TCA,Latin America & Caribbean,High income,99.7558441162109
Chad,TCD,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2002.0,TCD,Sub-Saharan Africa,Low income,12.3322782516479
Togo,TGO,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2002.0,TGO,Sub-Saharan Africa,Low income,50.1687965393066
Thailand,THA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2002.0,THA,East Asia & Pacific,Upper middle income,99.5221633911133
Tajikistan,TJK,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2002.0,TJK,Europe & Central Asia,Lower middle income,99.7012710571289
Turkmenistan,TKM,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2002.0,TKM,Europe & Central Asia,Upper middle income,99.6643371582031
Timor-Leste,TLS,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2002.0,TLS,East Asia & Pacific,Lower middle income,72.7091979980469
Tonga,TON,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2002.0,TON,East Asia & Pacific,Upper middle income,96.5411987304688
Trinidad and Tobago,TTO,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2002.0,TTO,Latin America & Caribbean,High income,99.953125
Tunisia,TUN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2002.0,TUN,Middle East & North Africa,Lower middle income,99.7509231567383
Turkiye,TUR,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2002.0,TUR,Europe & Central Asia,Upper middle income,100
Tuvalu,TUV,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2002.0,TUV,East Asia & Pacific,Upper middle income,95.4000015258789
Tanzania,TZA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2002.0,TZA,Sub-Saharan Africa,Lower middle income,35.9008979797363
Uganda,UGA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2002.0,UGA,Sub-Saharan Africa,Low income,39.2999992370605
Ukraine,UKR,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2002.0,UKR,Europe & Central Asia,Lower middle income,100
Uruguay,URY,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2002.0,URY,Latin America & Caribbean,High income,99.1670989990234
United States,USA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2002.0,USA,North America,High income,100
Uzbekistan,UZB,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2002.0,UZB,Europe & Central Asia,Lower middle income,99.9000015258789
St. Vincent and the Grenadines,VCT,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2002.0,VCT,Latin America & Caribbean,Upper middle income,87.6918106079102
British Virgin Islands,VGB,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2002.0,VGB,Latin America & Caribbean,High income,97.859504699707
Virgin Islands (U.S.),VIR,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2002.0,VIR,Latin America & Caribbean,High income,100
Vietnam,VNM,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2002.0,VNM,East Asia & Pacific,Lower middle income,99.4000015258789
Vanuatu,VUT,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2002.0,VUT,East Asia & Pacific,Lower middle income,79.093017578125
Samoa,WSM,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2002.0,WSM,East Asia & Pacific,Lower middle income,98.1612319946289
Kosovo,XKX,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2002.0,XKX,Europe & Central Asia,Upper middle income,
"Yemen, Rep.",YEM,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2002.0,YEM,Middle East & North Africa,Low income,91.9954071044922
South Africa,ZAF,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2002.0,ZAF,Sub-Saharan Africa,Upper middle income,85.8689804077148
Zambia,ZMB,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2002.0,ZMB,Sub-Saharan Africa,Low income,45.0999984741211
Zimbabwe,ZWE,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2002.0,ZWE,Sub-Saharan Africa,Lower middle income,85.3039855957031
Aruba,ABW,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2003.0,ABW,Latin America & Caribbean,High income,100
Afghanistan,AFG,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2003.0,AFG,South Asia,Low income,76.5331344604492
Angola,AGO,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2003.0,AGO,Sub-Saharan Africa,Lower middle income,48.9730987548828
Albania,ALB,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2003.0,ALB,Europe & Central Asia,Upper middle income,100
Andorra,AND,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2003.0,AND,Europe & Central Asia,High income,100
United Arab Emirates,ARE,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2003.0,ARE,Middle East & North Africa,High income,100
Argentina,ARG,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2003.0,ARG,Latin America & Caribbean,Upper middle income,96.9653396606445
Armenia,ARM,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2003.0,ARM,Europe & Central Asia,Upper middle income,99.2561798095703
American Samoa,ASM,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2003.0,ASM,East Asia & Pacific,Upper middle income,
Antigua and Barbuda,ATG,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2003.0,ATG,Latin America & Caribbean,High income,99.9586029052734
Australia,AUS,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2003.0,AUS,East Asia & Pacific,High income,100
Austria,AUT,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2003.0,AUT,Europe & Central Asia,High income,100
Azerbaijan,AZE,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2003.0,AZE,Europe & Central Asia,Upper middle income,99.5542678833008
Burundi,BDI,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2003.0,BDI,Sub-Saharan Africa,Low income,51.0391693115234
Belgium,BEL,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2003.0,BEL,Europe & Central Asia,High income,100
Benin,BEN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2003.0,BEN,Sub-Saharan Africa,Lower middle income,50.0921440124512
Burkina Faso,BFA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2003.0,BFA,Sub-Saharan Africa,Low income,52.4000015258789
Bangladesh,BGD,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2003.0,BGD,South Asia,Lower middle income,79.7011871337891
Bulgaria,BGR,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2003.0,BGR,Europe & Central Asia,Upper middle income,100
Bahrain,BHR,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2003.0,BHR,Middle East & North Africa,High income,100
"Bahamas, The",BHS,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2003.0,BHS,Latin America & Caribbean,High income,100
Bosnia and Herzegovina,BIH,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2003.0,BIH,Europe & Central Asia,Upper middle income,100
Belarus,BLR,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2003.0,BLR,Europe & Central Asia,Upper middle income,100
Belize,BLZ,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2003.0,BLZ,Latin America & Caribbean,Upper middle income,95.7759475708008
Bermuda,BMU,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2003.0,BMU,North America,High income,100
Bolivia,BOL,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2003.0,BOL,Latin America & Caribbean,Lower middle income,94
Brazil,BRA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2003.0,BRA,Latin America & Caribbean,Upper middle income,99.5041809082031
Barbados,BRB,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2003.0,BRB,Latin America & Caribbean,High income,100
Brunei Darussalam,BRN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2003.0,BRN,East Asia & Pacific,High income,100
Bhutan,BTN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2003.0,BTN,South Asia,Lower middle income,97.4000015258789
Botswana,BWA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2003.0,BWA,Sub-Saharan Africa,Upper middle income,46.6658554077148
Central African Republic,CAF,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2003.0,CAF,Sub-Saharan Africa,Low income,15.6655464172363
Canada,CAN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2003.0,CAN,North America,High income,100
Switzerland,CHE,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2003.0,CHE,Europe & Central Asia,High income,100
Channel Islands,CHI,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2003.0,CHI,Europe & Central Asia,High income,100
Chile,CHL,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2003.0,CHL,Latin America & Caribbean,High income,99.7075042724609
China,CHN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2003.0,CHN,East Asia & Pacific,Upper middle income,99.7400970458984
Cote d'Ivoire,CIV,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2003.0,CIV,Sub-Saharan Africa,Lower middle income,83.3060684204102
Cameroon,CMR,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2003.0,CMR,Sub-Saharan Africa,Lower middle income,79.3364868164063
"Congo, Dem. Rep.",COD,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2003.0,COD,Sub-Saharan Africa,Low income,26.8190231323242
"Congo, Rep.",COG,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2003.0,COG,Sub-Saharan Africa,Lower middle income,48.8146629333496
Colombia,COL,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2003.0,COL,Latin America & Caribbean,Upper middle income,99.1884613037109
Comoros,COM,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2003.0,COM,Sub-Saharan Africa,Lower middle income,69.4523849487305
Cabo Verde,CPV,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2003.0,CPV,Sub-Saharan Africa,Lower middle income,83.57666015625
Costa Rica,CRI,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2003.0,CRI,Latin America & Caribbean,Upper middle income,99.8825454711914
Cuba,CUB,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2003.0,CUB,Latin America & Caribbean,Upper middle income,99.6809387207031
Curacao,CUW,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2003.0,CUW,Latin America & Caribbean,High income,100
Cayman Islands,CYM,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2003.0,CYM,Latin America & Caribbean,High income,100
Cyprus,CYP,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2003.0,CYP,Europe & Central Asia,High income,100
Czech Republic,CZE,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2003.0,CZE,Europe & Central Asia,High income,100
Germany,DEU,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2003.0,DEU,Europe & Central Asia,High income,100
Djibouti,DJI,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2003.0,DJI,Middle East & North Africa,Lower middle income,58.5692367553711
Dominica,DMA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2003.0,DMA,Latin America & Caribbean,Upper middle income,
Denmark,DNK,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2003.0,DNK,Europe & Central Asia,High income,100
Dominican Republic,DOM,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2003.0,DOM,Latin America & Caribbean,Upper middle income,95.0377655029297
Algeria,DZA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2003.0,DZA,Middle East & North Africa,Lower middle income,99.3323516845703
Ecuador,ECU,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2003.0,ECU,Latin America & Caribbean,Upper middle income,99.291130065918
"Egypt, Arab Rep.",EGY,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2003.0,EGY,Middle East & North Africa,Lower middle income,99.6999969482422
Eritrea,ERI,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2003.0,ERI,Sub-Saharan Africa,Low income,78.6098709106445
Spain,ESP,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2003.0,ESP,Europe & Central Asia,High income,100
Estonia,EST,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2003.0,EST,Europe & Central Asia,High income,100
Ethiopia,ETH,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2003.0,ETH,Sub-Saharan Africa,Low income,80.5501327514648
Finland,FIN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2003.0,FIN,Europe & Central Asia,High income,100
Fiji,FJI,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2003.0,FJI,East Asia & Pacific,Upper middle income,92
France,FRA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2003.0,FRA,Europe & Central Asia,High income,100
Faroe Islands,FRO,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2003.0,FRO,Europe & Central Asia,High income,100
"Micronesia, Fed. Sts.",FSM,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2003.0,FSM,East Asia & Pacific,Lower middle income,74.5708541870117
Gabon,GAB,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2003.0,GAB,Sub-Saharan Africa,Upper middle income,92.0140991210938
United Kingdom,GBR,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2003.0,GBR,Europe & Central Asia,High income,100
Georgia,GEO,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2003.0,GEO,Europe & Central Asia,Upper middle income,100
Ghana,GHA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2003.0,GHA,Sub-Saharan Africa,Lower middle income,76.9000015258789
Gibraltar,GIB,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2003.0,GIB,Europe & Central Asia,High income,100
Guinea,GIN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2003.0,GIN,Sub-Saharan Africa,Low income,60.5232276916504
"Gambia, The",GMB,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2003.0,GMB,Sub-Saharan Africa,Low income,53.9344596862793
