Country Name,Country Code,Indicator Name,Indicator Code,Year,Country_Code,Region,IncomeGroup,ELECLOSS
"Micronesia, Fed. Sts.",FSM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,FSM,East Asia & Pacific,Lower middle income,
Gabon,GAB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,GAB,Sub-Saharan Africa,Upper middle income,19.4915254237288
United Kingdom,GBR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,GBR,Europe & Central Asia,High income,8.1094612910404
Georgia,GEO,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,GEO,Europe & Central Asia,Upper middle income,16.159217877095
Ghana,GHA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,GHA,Sub-Saharan Africa,Lower middle income,28.8337300238014
Gibraltar,GIB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,GIB,Europe & Central Asia,High income,2.98507462686567
Guinea,GIN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,GIN,Sub-Saharan Africa,Low income,
"Gambia, The",GMB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,GMB,Sub-Saharan Africa,Low income,
Guinea-Bissau,GNB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,GNB,Sub-Saharan Africa,Low income,
Equatorial Guinea,GNQ,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,GNQ,Sub-Saharan Africa,Upper middle income,
Greece,GRC,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,GRC,Europe & Central Asia,High income,8.50703738882653
Grenada,GRD,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,GRD,Latin America & Caribbean,Upper middle income,
Greenland,GRL,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,GRL,Europe & Central Asia,High income,
Guatemala,GTM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,GTM,Latin America & Caribbean,Upper middle income,14.5971966586436
Guam,GUM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,GUM,East Asia & Pacific,High income,
Guyana,GUY,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,GUY,Latin America & Caribbean,Upper middle income,
"Hong Kong SAR, China",HKG,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,HKG,East Asia & Pacific,High income,12.501056070292
Honduras,HND,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,HND,Latin America & Caribbean,Lower middle income,22.663139329806
Croatia,HRV,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,HRV,Europe & Central Asia,High income,19.2768344451183
Haiti,HTI,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,HTI,Latin America & Caribbean,Lower middle income,52.1495327102804
Hungary,HUN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,HUN,Europe & Central Asia,High income,12.4176306926344
Indonesia,IDN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,IDN,East Asia & Pacific,Lower middle income,16.3692531024838
Isle of Man,IMN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,IMN,Europe & Central Asia,High income,
India,IND,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,IND,South Asia,Lower middle income,26.740182257616
Ireland,IRL,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,IRL,Europe & Central Asia,High income,8.18953380797233
"Iran, Islamic Rep.",IRN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,IRN,Middle East & North Africa,Lower middle income,16.7567813462613
Iraq,IRQ,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,IRQ,Middle East & North Africa,Upper middle income,5.88214537755822
Iceland,ISL,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,ISL,Europe & Central Asia,High income,5.76470588235294
Israel,ISR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,ISR,Middle East & North Africa,High income,3.054781998682
Italy,ITA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,ITA,Europe & Central Asia,High income,7.29675350533398
Jamaica,JAM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,JAM,Latin America & Caribbean,Upper middle income,8.67618247970893
Jordan,JOR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,JOR,Middle East & North Africa,Upper middle income,14.0855641731298
Japan,JPN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,JPN,East Asia & Pacific,High income,4.60563562693112
Kazakhstan,KAZ,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,KAZ,Europe & Central Asia,Upper middle income,9.72035198697272
Kenya,KEN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,KEN,Sub-Saharan Africa,Lower middle income,20.8784596871239
Kyrgyz Republic,KGZ,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,KGZ,Europe & Central Asia,Lower middle income,29.3844946865416
Cambodia,KHM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,KHM,East Asia & Pacific,Lower middle income,14.9410222804718
Kiribati,KIR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,KIR,East Asia & Pacific,Lower middle income,
St. Kitts and Nevis,KNA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,KNA,Latin America & Caribbean,High income,
"Korea, Rep.",KOR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,KOR,East Asia & Pacific,High income,3.21453651173836
Kuwait,KWT,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,KWT,Middle East & North Africa,High income,10.9994472639566
Lao PDR,LAO,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,LAO,East Asia & Pacific,Lower middle income,
Lebanon,LBN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,LBN,Middle East & North Africa,Lower middle income,12.5725184773107
Liberia,LBR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,LBR,Sub-Saharan Africa,Low income,
Libya,LBY,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,LBY,Middle East & North Africa,Upper middle income,12.5376128385155
St. Lucia,LCA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,LCA,Latin America & Caribbean,Upper middle income,
Liechtenstein,LIE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,LIE,Europe & Central Asia,High income,
Sri Lanka,LKA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,LKA,South Asia,Lower middle income,18.7143597719025
Lesotho,LSO,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,LSO,Sub-Saharan Africa,Lower middle income,
Lithuania,LTU,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,LTU,Europe & Central Asia,High income,7.50478011472275
Luxembourg,LUX,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,LUX,Europe & Central Asia,High income,1.47006095374686
Latvia,LVA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,LVA,Europe & Central Asia,High income,22.6918238993711
"Macao SAR, China",MAC,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,MAC,East Asia & Pacific,High income,
St. Martin (French part),MAF,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,MAF,Latin America & Caribbean,High income,
Morocco,MAR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,MAR,Middle East & North Africa,Lower middle income,4.05356496561708
Monaco,MCO,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,MCO,Europe & Central Asia,High income,
Moldova,MDA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,MDA,Europe & Central Asia,Upper middle income,30.6313850276336
Madagascar,MDG,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,MDG,Sub-Saharan Africa,Low income,
Maldives,MDV,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,MDV,South Asia,Upper middle income,
Mexico,MEX,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,MEX,Latin America & Caribbean,Upper middle income,12.3124076590593
Marshall Islands,MHL,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,MHL,East Asia & Pacific,Upper middle income,
North Macedonia,MKD,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,MKD,Europe & Central Asia,Upper middle income,19.3974473137429
Mali,MLI,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,MLI,Sub-Saharan Africa,Low income,
Malta,MLT,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,MLT,Middle East & North Africa,High income,13.1484794275492
Myanmar,MMR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,MMR,East Asia & Pacific,Lower middle income,29.0506912442396
Montenegro,MNE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,MNE,Europe & Central Asia,Upper middle income,
Mongolia,MNG,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,MNG,East Asia & Pacific,Lower middle income,15.5831739961759
Northern Mariana Islands,MNP,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,MNP,East Asia & Pacific,High income,
Mozambique,MOZ,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,MOZ,Sub-Saharan Africa,Low income,12.7257724397176
Mauritania,MRT,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,MRT,Sub-Saharan Africa,Lower middle income,
Mauritius,MUS,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,MUS,Sub-Saharan Africa,Upper middle income,8.98174831892411
Malawi,MWI,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,MWI,Sub-Saharan Africa,Low income,
Malaysia,MYS,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,MYS,East Asia & Pacific,Upper middle income,8.00061170653379
Namibia,NAM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,NAM,Sub-Saharan Africa,Upper middle income,15.1301900070373
New Caledonia,NCL,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,NCL,East Asia & Pacific,High income,
Niger,NER,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,NER,Sub-Saharan Africa,Low income,26.8041237113402
Nigeria,NGA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,NGA,Sub-Saharan Africa,Lower middle income,33.392786365438
Nicaragua,NIC,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,NIC,Latin America & Caribbean,Lower middle income,29.5454545454545
Netherlands,NLD,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,NLD,Europe & Central Asia,High income,5.3399161312979
Norway,NOR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,NOR,Europe & Central Asia,High income,8.65856059398701
Nepal,NPL,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,NPL,South Asia,Lower middle income,19.497132774592
Nauru,NRU,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,NRU,East Asia & Pacific,High income,
New Zealand,NZL,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,NZL,East Asia & Pacific,High income,7.09468572970057
Oman,OMN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,OMN,Middle East & North Africa,High income,20.9445585215606
Pakistan,PAK,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,PAK,South Asia,Lower middle income,25.2022763825312
Panama,PAN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,PAN,Latin America & Caribbean,High income,18.5796269727403
Peru,PER,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,PER,Latin America & Caribbean,Upper middle income,10.1073111149887
Philippines,PHL,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,PHL,East Asia & Pacific,Lower middle income,12.8636191915376
Palau,PLW,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,PLW,East Asia & Pacific,Upper middle income,
Papua New Guinea,PNG,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,PNG,East Asia & Pacific,Lower middle income,
Poland,POL,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,POL,Europe & Central Asia,High income,9.63942163470192
Puerto Rico,PRI,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,PRI,Latin America & Caribbean,High income,
"Korea, Dem. People's Rep.",PRK,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,PRK,East Asia & Pacific,Low income,15.8062672635489
Portugal,PRT,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,PRT,Europe & Central Asia,High income,8.34246899249801
Paraguay,PRY,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,PRY,Latin America & Caribbean,Upper middle income,3.63717138938788
West Bank and Gaza,PSE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,PSE,Middle East & North Africa,Lower middle income,
French Polynesia,PYF,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,PYF,East Asia & Pacific,High income,
Qatar,QAT,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,QAT,Middle East & North Africa,High income,6.96803196803197
Romania,ROU,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,ROU,Europe & Central Asia,High income,8.65796155241204
Russian Federation,RUS,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,RUS,Europe & Central Asia,Upper middle income,12.0857066610669
Rwanda,RWA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,RWA,Sub-Saharan Africa,Low income,
