Country Name,Country Code,Indicator Name,Indicator Code,Year,Country_Code,Region,IncomeGroup,ELECRENEW
Latvia,LVA,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2004.0,LVA,Europe & Central Asia,High income,87000000.0
Morocco,MAR,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2004.0,MAR,Middle East & North Africa,Lower middle income,199000000.0
Moldova,MDA,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2004.0,MDA,Europe & Central Asia,Upper middle income,0.0
Mexico,MEX,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2004.0,MEX,Latin America & Caribbean,Upper middle income,9121000000.0
North Macedonia,MKD,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2004.0,MKD,Europe & Central Asia,Upper middle income,0.0
Malta,MLT,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2004.0,MLT,Middle East & North Africa,High income,0.0
Myanmar,MMR,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2004.0,MMR,East Asia & Pacific,Lower middle income,0.0
Mongolia,MNG,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2004.0,MNG,East Asia & Pacific,Lower middle income,0.0
Mozambique,MOZ,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2004.0,MOZ,Sub-Saharan Africa,Low income,0.0
Mauritius,MUS,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2004.0,MUS,Sub-Saharan Africa,Upper middle income,470000000.0
Malaysia,MYS,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2004.0,MYS,East Asia & Pacific,Upper middle income,1000000.0
Namibia,NAM,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2004.0,NAM,Sub-Saharan Africa,Upper middle income,0.0
Niger,NER,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2004.0,NER,Sub-Saharan Africa,Low income,0.0
Nigeria,NGA,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2004.0,NGA,Sub-Saharan Africa,Lower middle income,0.0
Nicaragua,NIC,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2004.0,NIC,Latin America & Caribbean,Lower middle income,489000000.0
Netherlands,NLD,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2004.0,NLD,Europe & Central Asia,High income,5212000000.0
Norway,NOR,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2004.0,NOR,Europe & Central Asia,High income,611000000.0
Nepal,NPL,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2004.0,NPL,South Asia,Lower middle income,0.0
New Zealand,NZL,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2004.0,NZL,East Asia & Pacific,High income,3617000000.0
Oman,OMN,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2004.0,OMN,Middle East & North Africa,High income,0.0
Pakistan,PAK,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2004.0,PAK,South Asia,Lower middle income,0.0
Panama,PAN,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2004.0,PAN,Latin America & Caribbean,High income,24000000.0
Peru,PER,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2004.0,PER,Latin America & Caribbean,Upper middle income,154000000.0
Philippines,PHL,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2004.0,PHL,East Asia & Pacific,Lower middle income,10282000000.0
Poland,POL,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2004.0,POL,Europe & Central Asia,High income,1125000000.0
"Korea, Dem. People's Rep.",PRK,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2004.0,PRK,East Asia & Pacific,Low income,0.0
Portugal,PRT,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2004.0,PRT,Europe & Central Asia,High income,2445000000.0
Paraguay,PRY,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2004.0,PRY,Latin America & Caribbean,Upper middle income,0.0
Qatar,QAT,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2004.0,QAT,Middle East & North Africa,High income,0.0
Romania,ROU,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2004.0,ROU,Europe & Central Asia,High income,4000000.0
Russian Federation,RUS,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2004.0,RUS,Europe & Central Asia,Upper middle income,452000000.0
Saudi Arabia,SAU,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2004.0,SAU,Middle East & North Africa,High income,0.0
Sudan,SDN,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2004.0,SDN,Sub-Saharan Africa,Low income,0.0
Senegal,SEN,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2004.0,SEN,Sub-Saharan Africa,Lower middle income,45000000.0
Singapore,SGP,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2004.0,SGP,East Asia & Pacific,High income,479000000.0
El Salvador,SLV,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2004.0,SLV,Latin America & Caribbean,Lower middle income,1072000000.0
Serbia,SRB,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2004.0,SRB,Europe & Central Asia,Upper middle income,0.0
Suriname,SUR,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2004.0,SUR,Latin America & Caribbean,Upper middle income,0.0
Slovak Republic,SVK,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2004.0,SVK,Europe & Central Asia,High income,26000000.0
Slovenia,SVN,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2004.0,SVN,Europe & Central Asia,High income,121000000.0
Sweden,SWE,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2004.0,SWE,Europe & Central Asia,High income,8053000000.0
Syrian Arab Republic,SYR,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2004.0,SYR,Middle East & North Africa,Low income,0.0
Togo,TGO,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2004.0,TGO,Sub-Saharan Africa,Low income,2000000.0
Thailand,THA,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2004.0,THA,East Asia & Pacific,Upper middle income,1282000000.0
Tajikistan,TJK,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2004.0,TJK,Europe & Central Asia,Lower middle income,0.0
Turkmenistan,TKM,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2004.0,TKM,Europe & Central Asia,Upper middle income,0.0
Trinidad and Tobago,TTO,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2004.0,TTO,Latin America & Caribbean,High income,23000000.0
Tunisia,TUN,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2004.0,TUN,Middle East & North Africa,Lower middle income,44000000.0
Turkiye,TUR,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2004.0,TUR,Europe & Central Asia,Upper middle income,227000000.0
Tanzania,TZA,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2004.0,TZA,Sub-Saharan Africa,Lower middle income,0.0
Ukraine,UKR,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2004.0,UKR,Europe & Central Asia,Lower middle income,33000000.0
Uruguay,URY,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2004.0,URY,Latin America & Caribbean,High income,36000000.0
United States,USA,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2004.0,USA,North America,High income,86869000000.0
Uzbekistan,UZB,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2004.0,UZB,Europe & Central Asia,Lower middle income,0.0
Vietnam,VNM,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2004.0,VNM,East Asia & Pacific,Lower middle income,0.0
Kosovo,XKX,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2004.0,XKX,Europe & Central Asia,Upper middle income,0.0
"Yemen, Rep.",YEM,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2004.0,YEM,Middle East & North Africa,Low income,0.0
South Africa,ZAF,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2004.0,ZAF,Sub-Saharan Africa,Upper middle income,274000000.0
Zambia,ZMB,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2004.0,ZMB,Sub-Saharan Africa,Low income,0.0
Zimbabwe,ZWE,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2004.0,ZWE,Sub-Saharan Africa,Lower middle income,0.0
Angola,AGO,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2005.0,AGO,Sub-Saharan Africa,Lower middle income,0.0
Albania,ALB,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2005.0,ALB,Europe & Central Asia,Upper middle income,0.0
United Arab Emirates,ARE,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2005.0,ARE,Middle East & North Africa,High income,0.0
Argentina,ARG,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2005.0,ARG,Latin America & Caribbean,Upper middle income,1362000000.0
Armenia,ARM,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2005.0,ARM,Europe & Central Asia,Upper middle income,0.0
Australia,AUS,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2005.0,AUS,East Asia & Pacific,High income,4794000000.0
Austria,AUT,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2005.0,AUT,Europe & Central Asia,High income,3936000000.0
Azerbaijan,AZE,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2005.0,AZE,Europe & Central Asia,Upper middle income,0.0
Belgium,BEL,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2005.0,BEL,Europe & Central Asia,High income,1818000000.0
Benin,BEN,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2005.0,BEN,Sub-Saharan Africa,Lower middle income,0.0
Bangladesh,BGD,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2005.0,BGD,South Asia,Lower middle income,0.0
Bulgaria,BGR,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2005.0,BGR,Europe & Central Asia,Upper middle income,5000000.0
Bahrain,BHR,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2005.0,BHR,Middle East & North Africa,High income,0.0
Bosnia and Herzegovina,BIH,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2005.0,BIH,Europe & Central Asia,Upper middle income,0.0
Belarus,BLR,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2005.0,BLR,Europe & Central Asia,Upper middle income,1000000.0
Bolivia,BOL,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2005.0,BOL,Latin America & Caribbean,Lower middle income,56000000.0
Brazil,BRA,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2005.0,BRA,Latin America & Caribbean,Upper middle income,13684000000.0
Brunei Darussalam,BRN,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2005.0,BRN,East Asia & Pacific,High income,0.0
Botswana,BWA,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2005.0,BWA,Sub-Saharan Africa,Upper middle income,0.0
Canada,CAN,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2005.0,CAN,North America,High income,10577000000.0
Switzerland,CHE,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2005.0,CHE,Europe & Central Asia,High income,1054000000.0
Chile,CHL,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2005.0,CHL,Latin America & Caribbean,High income,1797000000.0
China,CHN,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2005.0,CHN,East Asia & Pacific,Upper middle income,7434000000.0
Cote d'Ivoire,CIV,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2005.0,CIV,Sub-Saharan Africa,Lower middle income,110000000.0
Cameroon,CMR,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2005.0,CMR,Sub-Saharan Africa,Lower middle income,0.0
"Congo, Dem. Rep.",COD,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2005.0,COD,Sub-Saharan Africa,Low income,0.0
"Congo, Rep.",COG,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2005.0,COG,Sub-Saharan Africa,Lower middle income,0.0
Colombia,COL,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2005.0,COL,Latin America & Caribbean,Upper middle income,552000000.0
Costa Rica,CRI,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2005.0,CRI,Latin America & Caribbean,Upper middle income,1423000000.0
Cuba,CUB,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2005.0,CUB,Latin America & Caribbean,Upper middle income,420000000.0
Cyprus,CYP,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2005.0,CYP,Europe & Central Asia,High income,1000000.0
Czech Republic,CZE,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2005.0,CZE,Europe & Central Asia,High income,752000000.0
Germany,DEU,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2005.0,DEU,Europe & Central Asia,High income,42867000000.0
Denmark,DNK,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2005.0,DNK,Europe & Central Asia,High income,9789000000.0
Dominican Republic,DOM,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2005.0,DOM,Latin America & Caribbean,Upper middle income,22000000.0
Algeria,DZA,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2005.0,DZA,Middle East & North Africa,Lower middle income,0.0
Ecuador,ECU,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2005.0,ECU,Latin America & Caribbean,Upper middle income,103000000.0
"Egypt, Arab Rep.",EGY,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2005.0,EGY,Middle East & North Africa,Lower middle income,552000000.0
Eritrea,ERI,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2005.0,ERI,Sub-Saharan Africa,Low income,1000000.0
Spain,ESP,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2005.0,ESP,Europe & Central Asia,High income,23870000000.0
Estonia,EST,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2005.0,EST,Europe & Central Asia,High income,89000000.0
Ethiopia,ETH,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2005.0,ETH,Sub-Saharan Africa,Low income,0.0
