Country Name,Country Code,Indicator Name,Indicator Code,Year,Country_Code,Region,IncomeGroup,ELECNUC
Guatemala,GTM,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,GTM,Latin America & Caribbean,Upper middle income,0
Guam,GUM,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,GUM,East Asia & Pacific,High income,
Guyana,GUY,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,GUY,Latin America & Caribbean,Upper middle income,
"Hong Kong SAR, China",HKG,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,HKG,East Asia & Pacific,High income,0
Honduras,HND,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,HND,Latin America & Caribbean,Lower middle income,0
Croatia,HRV,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,HRV,Europe & Central Asia,High income,0
Haiti,HTI,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,HTI,Latin America & Caribbean,Lower middle income,0
Hungary,HUN,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,HUN,Europe & Central Asia,High income,32.2536242495241
Indonesia,IDN,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,IDN,East Asia & Pacific,Lower middle income,0
Isle of Man,IMN,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,IMN,Europe & Central Asia,High income,
India,IND,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,IND,South Asia,Lower middle income,2.7318668115058
Ireland,IRL,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,IRL,Europe & Central Asia,High income,0
"Iran, Islamic Rep.",IRN,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,IRN,Middle East & North Africa,Lower middle income,0
Iraq,IRQ,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,IRQ,Middle East & North Africa,Upper middle income,0
Iceland,ISL,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,ISL,Europe & Central Asia,High income,0
Israel,ISR,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,ISR,Middle East & North Africa,High income,0
Italy,ITA,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,ITA,Europe & Central Asia,High income,0
Jamaica,JAM,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,JAM,Latin America & Caribbean,Upper middle income,0
Jordan,JOR,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,JOR,Middle East & North Africa,Upper middle income,0
Japan,JPN,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,JPN,East Asia & Pacific,High income,22.2032785065404
Kazakhstan,KAZ,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,KAZ,Europe & Central Asia,Upper middle income,0
Kenya,KEN,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,KEN,Sub-Saharan Africa,Lower middle income,0
Kyrgyz Republic,KGZ,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,KGZ,Europe & Central Asia,Lower middle income,0
Cambodia,KHM,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,KHM,East Asia & Pacific,Lower middle income,0
Kiribati,KIR,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,KIR,East Asia & Pacific,Lower middle income,
St. Kitts and Nevis,KNA,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,KNA,Latin America & Caribbean,High income,
"Korea, Rep.",KOR,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,KOR,East Asia & Pacific,High income,37.7842076278224
Kuwait,KWT,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,KWT,Middle East & North Africa,High income,0
Lao PDR,LAO,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,LAO,East Asia & Pacific,Lower middle income,
Lebanon,LBN,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,LBN,Middle East & North Africa,Lower middle income,0
Liberia,LBR,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,LBR,Sub-Saharan Africa,Low income,
Libya,LBY,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,LBY,Middle East & North Africa,Upper middle income,0
St. Lucia,LCA,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,LCA,Latin America & Caribbean,Upper middle income,
Liechtenstein,LIE,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,LIE,Europe & Central Asia,High income,
Sri Lanka,LKA,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,LKA,South Asia,Lower middle income,0
Lesotho,LSO,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,LSO,Sub-Saharan Africa,Lower middle income,
Lithuania,LTU,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,LTU,Europe & Central Asia,High income,82.2392181856809
Luxembourg,LUX,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,LUX,Europe & Central Asia,High income,0
Latvia,LVA,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,LVA,Europe & Central Asia,High income,0
"Macao SAR, China",MAC,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,MAC,East Asia & Pacific,High income,
St. Martin (French part),MAF,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,MAF,Latin America & Caribbean,High income,
Morocco,MAR,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,MAR,Middle East & North Africa,Lower middle income,0
Monaco,MCO,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,MCO,Europe & Central Asia,High income,
Moldova,MDA,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,MDA,Europe & Central Asia,Upper middle income,0
Madagascar,MDG,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,MDG,Sub-Saharan Africa,Low income,
Maldives,MDV,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,MDV,South Asia,Upper middle income,
Mexico,MEX,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,MEX,Latin America & Caribbean,Upper middle income,4.44591202157338
Marshall Islands,MHL,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,MHL,East Asia & Pacific,Upper middle income,
North Macedonia,MKD,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,MKD,Europe & Central Asia,Upper middle income,0
Mali,MLI,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,MLI,Sub-Saharan Africa,Low income,
Malta,MLT,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,MLT,Middle East & North Africa,High income,0
Myanmar,MMR,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,MMR,East Asia & Pacific,Lower middle income,0
Montenegro,MNE,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,MNE,Europe & Central Asia,Upper middle income,
Mongolia,MNG,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,MNG,East Asia & Pacific,Lower middle income,0
Northern Mariana Islands,MNP,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,MNP,East Asia & Pacific,High income,
Mozambique,MOZ,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,MOZ,Sub-Saharan Africa,Low income,0
Mauritania,MRT,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,MRT,Sub-Saharan Africa,Lower middle income,
Mauritius,MUS,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,MUS,Sub-Saharan Africa,Upper middle income,0
Malawi,MWI,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,MWI,Sub-Saharan Africa,Low income,
Malaysia,MYS,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,MYS,East Asia & Pacific,Upper middle income,0
Namibia,NAM,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,NAM,Sub-Saharan Africa,Upper middle income,0
New Caledonia,NCL,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,NCL,East Asia & Pacific,High income,
Niger,NER,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,NER,Sub-Saharan Africa,Low income,0
Nigeria,NGA,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,NGA,Sub-Saharan Africa,Lower middle income,0
Nicaragua,NIC,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,NIC,Latin America & Caribbean,Lower middle income,0
Netherlands,NLD,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,NLD,Europe & Central Asia,High income,4.15005474188684
Norway,NOR,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,NOR,Europe & Central Asia,High income,0
Nepal,NPL,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,NPL,South Asia,Lower middle income,0
Nauru,NRU,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,NRU,East Asia & Pacific,High income,
New Zealand,NZL,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,NZL,East Asia & Pacific,High income,0
Oman,OMN,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,OMN,Middle East & North Africa,High income,0
Pakistan,PAK,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,PAK,South Asia,Lower middle income,2.1774093777063
Panama,PAN,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,PAN,Latin America & Caribbean,High income,0
Peru,PER,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,PER,Latin America & Caribbean,Upper middle income,0
Philippines,PHL,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,PHL,East Asia & Pacific,Lower middle income,0
Palau,PLW,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,PLW,East Asia & Pacific,Upper middle income,
Papua New Guinea,PNG,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,PNG,East Asia & Pacific,Lower middle income,
Poland,POL,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,POL,Europe & Central Asia,High income,0
Puerto Rico,PRI,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,PRI,Latin America & Caribbean,High income,
"Korea, Dem. People's Rep.",PRK,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,PRK,East Asia & Pacific,Low income,0
Portugal,PRT,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,PRT,Europe & Central Asia,High income,0
Paraguay,PRY,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,PRY,Latin America & Caribbean,Upper middle income,0
West Bank and Gaza,PSE,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,PSE,Middle East & North Africa,Lower middle income,
French Polynesia,PYF,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,PYF,East Asia & Pacific,High income,
Qatar,QAT,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,QAT,Middle East & North Africa,High income,0
Romania,ROU,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,ROU,Europe & Central Asia,High income,8.89735219441422
Russian Federation,RUS,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,RUS,Europe & Central Asia,Upper middle income,16.4428957660708
Rwanda,RWA,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,RWA,Sub-Saharan Africa,Low income,
Saudi Arabia,SAU,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,SAU,Middle East & North Africa,High income,0
Sudan,SDN,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,SDN,Sub-Saharan Africa,Low income,0
Senegal,SEN,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,SEN,Sub-Saharan Africa,Lower middle income,0
Singapore,SGP,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,SGP,East Asia & Pacific,High income,0
Solomon Islands,SLB,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,SLB,East Asia & Pacific,Lower middle income,
Sierra Leone,SLE,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,SLE,Sub-Saharan Africa,Low income,
El Salvador,SLV,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,SLV,Latin America & Caribbean,Lower middle income,0
San Marino,SMR,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,SMR,Europe & Central Asia,High income,
Somalia,SOM,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,SOM,Sub-Saharan Africa,Low income,
Serbia,SRB,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,SRB,Europe & Central Asia,Upper middle income,0
South Sudan,SSD,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,SSD,Sub-Saharan Africa,Low income,
Sao Tome and Principe,STP,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,STP,Sub-Saharan Africa,Lower middle income,
Suriname,SUR,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,SUR,Latin America & Caribbean,Upper middle income,0
Slovak Republic,SVK,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,SVK,Europe & Central Asia,High income,57.6518427677015
Slovenia,SVN,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,SVN,Europe & Central Asia,High income,37.6772793053546
Sweden,SWE,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,SWE,Europe & Central Asia,High income,49.7972359080803
Eswatini,SWZ,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,SWZ,Sub-Saharan Africa,Lower middle income,
Sint Maarten (Dutch part),SXM,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,SXM,Latin America & Caribbean,High income,
Seychelles,SYC,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,SYC,Sub-Saharan Africa,High income,
Syrian Arab Republic,SYR,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,SYR,Middle East & North Africa,Low income,0
Turks and Caicos Islands,TCA,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,TCA,Latin America & Caribbean,High income,
Chad,TCD,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,TCD,Sub-Saharan Africa,Low income,
Togo,TGO,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,TGO,Sub-Saharan Africa,Low income,0
Thailand,THA,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,THA,East Asia & Pacific,Upper middle income,0
Tajikistan,TJK,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,TJK,Europe & Central Asia,Lower middle income,0
Turkmenistan,TKM,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,TKM,Europe & Central Asia,Upper middle income,0
Timor-Leste,TLS,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,TLS,East Asia & Pacific,Lower middle income,
Tonga,TON,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,TON,East Asia & Pacific,Upper middle income,
Trinidad and Tobago,TTO,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,TTO,Latin America & Caribbean,High income,0
Tunisia,TUN,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,TUN,Middle East & North Africa,Lower middle income,0
Turkiye,TUR,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,TUR,Europe & Central Asia,Upper middle income,0
Tuvalu,TUV,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,TUV,East Asia & Pacific,Upper middle income,
Tanzania,TZA,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,TZA,Sub-Saharan Africa,Lower middle income,0
Uganda,UGA,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,UGA,Sub-Saharan Africa,Low income,
Ukraine,UKR,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,UKR,Europe & Central Asia,Lower middle income,45.1733552339519
Uruguay,URY,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2003.0,URY,Latin America & Caribbean,High income,0
